IMDB_id,TMDB_id,Title,year,duration,Rating,Votes,Genres,Overview
,935271,After the Pandemic,2022,84,4.8,54,"Science Fiction, Action","Set in a post-apocalyptic world where a global airborne pandemic has wiped out 90% of the Earth's population and only the young and immune have endured as scavengers. For Ellie and Quinn, the daily challenges to stay alive are compounded when they become hunted by the merciless Stalkers."
,1078928,The Chapel,2023,0,5.1,8,"Horror, Drama","Emma wants to learn how to communicate with the spirit of a girl who has been trapped in a hermitage for centuries, and to that end, she tries to persuade Carol, a sceptical medium, to help her."
,940551,Migration,2023,83,7.5,1203,"Animation, Action, Adventure, Comedy, Family","After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica."
,438695,Sing 2,2021,110,7.9,4164,"Animation, Family, Music, Comedy","Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage."
tt7286456,475557,Joker,2019,122,8.3,1524440,"Crime, Drama, Thriller, Crime, Thriller, Drama","During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure."
,228150,Fury,2014,135,7.5,11490,"War, Drama, Action","In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany."
,881460,Planet Dune,2021,86,3.9,22,"Science Fiction, Horror, Adventure",A crew on a mission to rescue a marooned base on a desert planet turns deadly when the crew finds themselves hunted and attacked by the planet’s apex predators: giant sand worms.
,315162,Puss in Boots: The Last Wish,2022,103,8.2,7200,"Animation, Adventure, Fantasy, Comedy, Action, Family","Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives."
,507089,Five Nights at Freddy's,2023,110,7.7,3552,"Horror, Mystery","Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems."
,1924,Superman,1978,143,7.1,3623,"Science Fiction, Action, Adventure","Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world."
,373571,Godzilla: King of the Monsters,2019,132,6.7,5856,"Science Fiction, Action","Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance."
,964960,The Taste of Things,2023,135,7.1,86,"Drama, Romance","Set in 1889 France, Dodin Bouffant is a chef living with his personal cook and lover Eugénie. They share a long history of gastronomy and love but Eugénie refuses to marry Dodin, so the food lover decides to do something he has never done before: cook for her."
,533535,Deadpool & Wolverine,2024,0,0,0,"Comedy, Science Fiction, Adventure","\Third entry in the \""\""Deadpool\""\"" franchise. Plot TBA.\"""""
,384018,Fast & Furious Presents: Hobbs & Shaw,2019,137,6.9,6898,"Action, Adventure, Comedy","Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him."
,76600,Avatar: The Way of Water,2022,192,7.6,11189,"Science Fiction, Adventure, Action","Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure."
,617127,Blade,2025,0,0,0,Fantasy,A film set in the Marvel Cinematic Universe (MCU) based on the Marvel Comics character of the same name.
,436969,The Suicide Squad,2021,132,7.5,8178,"Action, Comedy, Adventure","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese."
,324786,Hacksaw Ridge,2016,139,8.2,13231,"Drama, History, War","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor."
,1216512,The Casagrandes Movie,2024,86,7.6,24,"Animation, Comedy, Family","On a birthday trip to Mexico, 12-year-old Ronnie Anne accidentally frees a demigod trapped in a mountain and needs her family's help to set things right."
,424,Schindler's List,1993,195,8.6,15319,"Drama, History, War",The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.
,942047,Outsource,2022,102,3.5,2,"Action, Comedy","A police chief hires an old friend, who is an international spy, to help him search for a wanted suspect in the Philippines. When the chief dies, all evidence points towards the spy, and he must go to extremes to defend himself."
,12444,Harry Potter and the Deathly Hallows: Part 1,2010,146,7.8,18446,"Adventure, Fantasy","Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever."
,1052158,Monsternado,2023,81,5.8,25,"Horror, Science Fiction","When a tornado full of creatures bursts through the city, a group are held at a hotel trying to figure out a way to survive!"
,551115,Penoza: The Final Chapter,2019,116,6.9,42,"Action, Crime, Thriller, Drama","The Black Widow is not dead ... Drug Queen Carmen van Walraven is hiding in Canada and leads an anonymous life there. One evening a colleague is harassed and Carmen helps her. In self-defense, she kills the perpetrator, is arrested and extradited to the Netherlands. While her children are in shock that their mother is still alive, there are also some people who still have to settle something with Carmen. Everyone is again dragged into an emotional rollercoaster. Carmen will now have deal with her past to save her family."
,1181548,Heart of the Hunter,2024,108,5.9,69,"Action, Mystery, Thriller",A retired assassin is pulled back into action when his friend uncovers a dangerous conspiracy at the heart of the South African government.
,801691,Hellblazers,2022,84,4.7,19,"Horror, Action",An evil cult unleashes a monster on a small south-western town that refuses to go down without a fight.
,103,Taxi Driver,1976,114,8.2,11710,"Crime, Drama",A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.
,67395,L.E.T.H.A.L. Ladies: Return to Savage Beach,1998,98,6.2,142,"Action, Thriller",A stolen computer disk contains the location of a hidden tresaure trove. It's up to the sexy ladies of LETHAL (Legion to Ensure Total Harmony and Law) to find the treasure before the bad guys do.
,126889,Alien: Covenant,2017,122,6.1,8145,"Science Fiction, Horror, Mystery","The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world."
,118,Charlie and the Chocolate Factory,2005,115,7.1,14679,"Adventure, Comedy, Family, Fantasy","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker."
,150540,Inside Out,2015,95,7.9,20235,"Animation, Family, Adventure, Drama, Comedy","From an adventurous balloon ride above the clouds to a monster-filled metropolis, Academy Award®-winning director Pete Docter (“Monsters, Inc.,” “Up”) has taken audiences to unique and imaginative places. In Disney and Pixar’s original movie “ Inside Out,” he will take us to the most extraordinary location of all—inside the mind."
tt8310486,1026436,Miller's Girl,2024,93,6.1,8580,"Comedy, Drama, Mystery, Thriller, Drama",A creative writing assignment yields complex results between a teacher and his talented student.
,809,Shrek 2,2004,93,7.3,11803,"Animation, Family, Comedy, Fantasy, Adventure","Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage."
,838240,Robot Dreams,2023,102,7.9,269,"Animation, Comedy, Drama, Family","Dog lives in Manhattan and he's tired of being alone. One day he decides to build himself a robot, a companion. Their friendship blossoms, until they become inseparable, to the rhythm of '80s NYC. One summer night, Dog, with great sadness, is forced to abandon Robot at the beach. Will they ever meet again?"
tt22004344,,Snack Shack,2024,112,7,2700,Comedy,"Nebraska City, 1991, two best friends get the chance to run the swimming pool snack shack, that later comes to be the perfect scenario for transgression, fun, personal discovery and romance."
,254,King Kong,2005,187,6.9,7595,"Adventure, Drama, Action","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady."
,654739,Hard Hit,2021,94,7.7,168,"Action, Crime, Drama, Thriller","On his way to work, a bank manager receives an anonymous call claiming there's a bomb under his car seat, and if anyone exits the car, it will explode unless he can pay a ransom."
,769,GoodFellas,1990,145,8.5,12324,"Drama, Crime","The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway."
tt9682428,,Night Swim,2024,98,4.7,16000,"Horror, Thriller","A family moves into a new home, unaware that a dark secret from the house's past will unleash a malevolent force in the backyard pool."
,497698,Black Widow,2021,134,7.3,9752,"Action, Adventure, Science Fiction","Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger."
tt5034838,399566,Godzilla vs. Kong,2021,113,7,250608,"Action, Sci-Fi, Thriller, Action, Science Fiction, Thriller",The epic next chapter in the cinematic Monsterverse pits two of the greatest icons in motion picture history against each other--the fearsome Godzilla and the mighty Kong--with humanity caught in the balance.
,10138,Iron Man 2,2010,124,6.8,20362,"Adventure, Action, Science Fiction","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies."
,293167,Kong: Skull Island,2017,118,6.5,10091,"Action, Adventure, Fantasy","Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island."
,1079485,Winnie-the-Pooh: Blood and Honey 2,2024,100,6.9,9,"Horror, Thriller, Mystery","Winnie the Pooh, Piglet, Owl, and Tigger decide to take the fight to the town of Ashdown, home of Christopher Robin, leaving a bloody trail of death and mayhem in their wake."
tt26047818,1072790,Anyone But You,2023,103,6.6,66346,"Comedy, Romance, Romance, Comedy","After an amazing first date, Bea and Ben's fiery attraction turns ice-cold--until they find themselves unexpectedly reunited at a wedding in Australia. So they do what any two mature adults would do: pretend to be a couple."
tt5672290,437342,The First Omen,2024,119,6.8,10113,"Horror, Horror","A young American woman is sent to Rome to begin a life of service to the church, but encounters a darkness that causes her to question her faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate."
,634649,Spider-Man: No Way Home,2021,148,8,19296,"Action, Adventure, Science Fiction","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man."
2021,93,6.6,46,"Thriller, Horror, Drama",\The story of a girl who, in an attempt to understand the mysterious suicide of her younger sister, embarks on a dangerous game," hoping to stop the curators of the \""\""death group\""\"" pushing teenagers to suicide.\"""""
2024,103,5.9,4998,"Drama, Fantasy, Romance, Romance, Drama",Sometimes our greatest fear is accepting that someone can honestly love us for who we are. Nica and Rigel are ready to find it out together.,,,
2023,141,7.9,245125,"Comedy, Drama, Romance, Science Fiction, Romance, Comedy","An account of the fantastical evolution of Bella Baxter, a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter.",,,
,670292,The Creator,2023,134,7.1,2558,"Action, Adventure, Science Fiction","Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself."
,24428,The Avengers,2012,143,7.7,29949,"Science Fiction, Action, Adventure","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!"
tt0816692,157336,Interstellar,2014,169,8.6,2134125,"Adventure, Drama, Sci-Fi, Adventure, Drama, Science Fiction","When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans."
tt15239678,693134,Dune: Part Two,2024,166,8.5,350119,"Action, Adventure, Drama, Science Fiction, Adventure",Paul Atreides unites with Chani and the Fremen while seeking revenge against the conspirators who destroyed his family.
,857,Saving Private Ryan,1998,169,8.2,15224,"Drama, History, War","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home."
tt0068646,238,The Godfather,1972,175,8.9,2019724,"Crime, Drama, Drama, Crime",The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.
tt5177120,,The Ministry of Ungentlemanly Warfare,2024,120,7.2,643,"Action, Drama, War",The British military recruits a small group of highly skilled soldiers to strike against German forces behind enemy lines during World War II.
tt30007864,1039773,The American Society of Magical Negroes,2024,104,3.5,7339,"Comedy, Fantasy, Fantasy, Comedy","A young man, Aren, is recruited into a secret society of magical Black people who dedicate their lives to a cause of utmost importance: making white people's lives easier."
,1422,The Departed,2006,151,8.2,14359,"Drama, Thriller, Crime","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them."
,955916,Lift,2024,107,6.6,982,"Action, Comedy, Crime","An international heist crew, led by Cyrus Whitaker, race to lift $500 million in gold from a passenger plane at 40,000 feet."
,49444,Kung Fu Panda 2,2011,91,7,6802,"Animation, Family, Comedy","Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed."
